[2026-05-17T11:11:31.938Z] === MORSALL SERVER v2 STARTING ===
[2026-05-17T11:11:31.939Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-17T11:11:31.951Z] Loaded .env.production
[2026-05-17T15:22:00.694Z] REQ: GET /api/admin/approvals
[2026-05-17T15:22:00.697Z] REQ: GET /api/admin/stats
[2026-05-17T15:22:00.700Z] REQ: GET /api/admin/vendors
[2026-05-17T15:22:03.326Z] REQ: GET /api/auth/session
[2026-05-17T15:22:03.482Z] REQ: GET /api/admin/orders
[2026-05-17T15:22:03.510Z] REQ: GET /api/admin/inventory
[2026-05-17T15:22:03.512Z] REQ: GET /api/auth/session
[2026-05-17T15:22:03.515Z] REQ: GET /api/admin/stats
[2026-05-17T15:22:03.519Z] REQ: GET /api/admin/users
[2026-05-17T15:22:03.522Z] REQ: GET /api/admin/vendors
[2026-05-17T15:22:03.525Z] REQ: GET /api/admin/approvals
[2026-05-17T15:22:05.888Z] REQ: GET /api/auth/session
[2026-05-17T15:22:06.044Z] REQ: GET /api/admin/orders
[2026-05-17T15:22:06.073Z] REQ: GET /api/admin/inventory
[2026-05-17T15:22:06.076Z] REQ: GET /api/admin/stats
[2026-05-17T15:22:06.078Z] REQ: GET /api/admin/approvals
[2026-05-17T15:22:06.081Z] REQ: GET /api/auth/session
[2026-05-17T15:22:06.083Z] REQ: GET /api/admin/users
[2026-05-17T15:22:06.091Z] REQ: GET /api/admin/vendors
[2026-05-17T15:23:51.329Z] REQ: GET /robots.txt
[2026-05-17T15:24:09.229Z] REQ: GET /api/auth/session
[2026-05-17T15:24:09.231Z] REQ: GET /category/cat_electronics
[2026-05-17T15:24:09.235Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T15:24:09.239Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T15:24:09.240Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T15:24:09.245Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T15:24:09.476Z] REQ: GET /shop
[2026-05-17T15:24:09.480Z] REQ: GET /api/auth/session
[2026-05-17T15:24:09.898Z] REQ: GET /api/admin/orders
[2026-05-17T15:24:09.901Z] REQ: GET /api/admin/inventory
[2026-05-17T15:24:09.904Z] REQ: GET /api/admin/users
[2026-05-17T15:24:09.906Z] REQ: GET /api/admin/stats
[2026-05-17T15:24:09.909Z] REQ: GET /api/admin/vendors
[2026-05-17T15:24:09.911Z] REQ: GET /api/admin/approvals
[2026-05-17T15:24:10.297Z] REQ: GET /stores
[2026-05-17T15:24:10.300Z] REQ: GET /store/rovel
[2026-05-17T15:24:11.140Z] REQ: GET /careers
[2026-05-17T15:24:11.142Z] REQ: GET /news
[2026-05-17T15:24:11.144Z] REQ: GET /delivery-jobs
[2026-05-17T15:24:11.146Z] REQ: GET /affiliates
[2026-05-17T15:24:11.271Z] REQ: GET /payment/cod
[2026-05-17T15:24:11.291Z] REQ: GET /payment/bank
[2026-05-17T15:24:11.339Z] REQ: GET /payment/online
[2026-05-17T15:24:11.416Z] REQ: GET /partners
[2026-05-17T15:24:11.482Z] REQ: GET /rewards
[2026-05-17T15:24:11.503Z] REQ: GET /invest
[2026-05-17T15:24:27.864Z] REQ: GET /api/auth/session
[2026-05-17T15:24:27.989Z] REQ: GET /api/auth/session
[2026-05-17T15:24:28.125Z] REQ: GET /api/admin/orders
[2026-05-17T15:24:28.153Z] REQ: GET /api/admin/inventory
[2026-05-17T15:24:28.155Z] REQ: GET /api/admin/approvals
[2026-05-17T15:24:28.159Z] REQ: GET /api/admin/stats
[2026-05-17T15:24:28.161Z] REQ: GET /api/admin/vendors
[2026-05-17T15:24:28.162Z] REQ: GET /api/admin/users
[2026-05-17T15:24:29.742Z] REQ: GET /api/auth/session
[2026-05-17T15:24:29.879Z] REQ: GET /api/auth/session
[2026-05-17T15:24:30.020Z] REQ: GET /api/admin/orders
[2026-05-17T15:24:30.022Z] REQ: GET /api/admin/inventory
[2026-05-17T15:24:30.024Z] REQ: GET /api/admin/stats
[2026-05-17T15:24:30.026Z] REQ: GET /api/admin/approvals
[2026-05-17T15:24:30.029Z] REQ: GET /api/admin/users
[2026-05-17T15:24:30.033Z] REQ: GET /api/admin/vendors
[2026-05-17T15:24:48.094Z] REQ: GET /api/auth/session
[2026-05-17T15:24:48.265Z] REQ: GET /api/auth/session
[2026-05-17T15:24:48.293Z] REQ: GET /api/admin/orders
[2026-05-17T15:24:48.301Z] REQ: GET /api/admin/vendors
[2026-05-17T15:24:48.303Z] REQ: GET /api/admin/inventory
[2026-05-17T15:24:48.306Z] REQ: GET /api/admin/users
[2026-05-17T15:24:48.308Z] REQ: GET /api/admin/approvals
[2026-05-17T15:24:48.311Z] REQ: GET /api/admin/stats
[2026-05-17T15:24:55.528Z] REQ: GET /api/auth/session
[2026-05-17T15:24:56.108Z] REQ: GET /api/auth/session
[2026-05-17T15:24:56.136Z] REQ: GET /api/admin/orders
[2026-05-17T15:24:56.138Z] REQ: GET /api/admin/vendors
[2026-05-17T15:24:56.140Z] REQ: GET /api/admin/inventory
[2026-05-17T15:24:56.142Z] REQ: GET /api/admin/users
[2026-05-17T15:24:56.145Z] REQ: GET /api/admin/approvals
[2026-05-17T15:24:56.152Z] REQ: GET /api/admin/stats
[2026-05-17T15:24:57.991Z] REQ: GET /api/auth/session
[2026-05-17T15:24:59.221Z] REQ: GET /api/admin/orders
[2026-05-17T15:24:59.224Z] REQ: GET /api/auth/session
[2026-05-17T15:24:59.248Z] REQ: GET /api/admin/approvals
[2026-05-17T15:24:59.251Z] REQ: GET /api/admin/stats
[2026-05-17T15:24:59.253Z] REQ: GET /api/admin/inventory
[2026-05-17T15:24:59.256Z] REQ: GET /api/admin/users
[2026-05-17T15:24:59.265Z] REQ: GET /api/admin/vendors
[2026-05-17T15:26:50.313Z] REQ: GET /api/auth/session
[2026-05-17T15:26:50.318Z] REQ: POST /api/auth/_log
[2026-05-17T15:26:50.544Z] REQ: GET /api/auth/session
[2026-05-17T15:26:54.443Z] REQ: GET /shop
[2026-05-17T15:26:54.859Z] REQ: GET /
[2026-05-17T15:26:54.887Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T15:26:54.890Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T15:26:54.893Z] REQ: GET /api/auth/session
[2026-05-17T15:26:54.896Z] REQ: GET /api/categories
[2026-05-17T15:26:54.897Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T15:26:54.900Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T15:26:54.903Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:26:54.905Z] REQ: GET /api/site-config
[2026-05-17T15:26:54.907Z] REQ: GET /api/delivery-zones
[2026-05-17T15:26:55.083Z] REQ: GET /cart
[2026-05-17T15:26:55.086Z] REQ: GET /api/categories
[2026-05-17T15:27:34.909Z] REQ: GET /shop
[2026-05-17T15:27:41.508Z] REQ: GET /shop
[2026-05-17T15:27:41.513Z] REQ: GET /shop
[2026-05-17T15:27:42.062Z] REQ: GET /shop
[2026-05-17T15:27:44.877Z] REQ: GET /shop
[2026-05-17T15:27:50.310Z] REQ: GET /shop
[2026-05-17T15:27:52.903Z] REQ: GET /shop
[2026-05-17T15:27:55.647Z] REQ: GET /
[2026-05-17T15:27:55.862Z] REQ: GET /api/products
[2026-05-17T15:27:55.888Z] REQ: GET /api/products
[2026-05-17T15:27:55.890Z] REQ: GET /api/categories
[2026-05-17T15:27:55.893Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:27:55.993Z] REQ: GET /api/products
[2026-05-17T15:27:56.046Z] REQ: GET /api/products
[2026-05-17T15:27:56.068Z] REQ: GET /category/cat_fashion
[2026-05-17T15:27:56.071Z] REQ: GET /category/cat_electronics
[2026-05-17T15:27:56.073Z] REQ: GET /category/cat_beauty
[2026-05-17T15:27:56.076Z] REQ: GET /category/cat_sports
[2026-05-17T15:27:56.105Z] REQ: GET /category/cat_books
[2026-05-17T15:27:56.259Z] REQ: GET /category/cat_home
[2026-05-17T15:27:56.262Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T15:27:56.264Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T15:28:03.769Z] REQ: GET /api/auth/session
[2026-05-17T15:28:03.945Z] REQ: GET /api/categories
[2026-05-17T15:28:03.996Z] REQ: GET /api/site-config
[2026-05-17T15:28:04.028Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:28:04.031Z] REQ: GET /api/delivery-zones
[2026-05-17T15:28:04.033Z] REQ: GET /api/admin/inventory
[2026-05-17T15:28:04.037Z] REQ: GET /api/admin/approvals
[2026-05-17T15:28:04.039Z] REQ: GET /api/admin/orders
[2026-05-17T15:28:04.043Z] REQ: GET /api/admin/vendors
[2026-05-17T15:28:04.045Z] REQ: GET /api/admin/users
[2026-05-17T15:28:04.049Z] REQ: GET /api/admin/stats
[2026-05-17T15:28:07.572Z] REQ: GET /api/categories
[2026-05-17T15:28:12.572Z] REQ: GET /shop
[2026-05-17T15:28:15.347Z] REQ: GET /
[2026-05-17T15:28:20.012Z] REQ: GET /api/site-config
[2026-05-17T15:28:20.318Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:28:20.320Z] REQ: GET /api/categories
[2026-05-17T15:28:20.326Z] REQ: GET /api/products
[2026-05-17T15:28:20.328Z] REQ: GET /api/products
[2026-05-17T15:28:20.345Z] REQ: GET /api/auth/session
[2026-05-17T15:28:20.441Z] REQ: GET /shop
[2026-05-17T15:28:20.541Z] REQ: GET /api/products
[2026-05-17T15:28:20.543Z] REQ: GET /api/products
[2026-05-17T15:28:21.312Z] REQ: GET /category/cat_fashion
[2026-05-17T15:28:21.319Z] REQ: GET /category/cat_electronics
[2026-05-17T15:28:21.371Z] REQ: GET /category/cat_beauty
[2026-05-17T15:28:21.375Z] REQ: GET /category/cat_sports
[2026-05-17T15:28:21.378Z] REQ: GET /category/cat_books
[2026-05-17T15:28:21.651Z] REQ: GET /api/categories
[2026-05-17T15:28:21.654Z] REQ: GET /api/site-config
[2026-05-17T15:28:21.724Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:28:21.726Z] REQ: GET /api/delivery-zones
[2026-05-17T15:28:21.801Z] REQ: GET /category/cat_home
[2026-05-17T15:28:21.804Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T15:28:21.849Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T15:28:23.300Z] REQ: GET /shop
[2026-05-17T15:28:23.476Z] REQ: GET /api/categories
[2026-05-17T15:28:25.416Z] REQ: GET /
[2026-05-17T15:28:25.584Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:28:25.614Z] REQ: GET /api/categories
[2026-05-17T15:28:25.621Z] REQ: GET /api/products
[2026-05-17T15:28:25.622Z] REQ: GET /api/products
[2026-05-17T15:28:25.747Z] REQ: GET /api/products
[2026-05-17T15:28:25.750Z] REQ: GET /api/products
[2026-05-17T15:29:49.909Z] REQ: GET /
[2026-05-17T15:29:53.330Z] REQ: GET /api/auth/session
[2026-05-17T15:29:53.500Z] REQ: GET /api/categories
[2026-05-17T15:29:53.536Z] REQ: GET /api/site-config
[2026-05-17T15:29:53.538Z] REQ: GET /api/delivery-zones
[2026-05-17T15:29:53.541Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:29:53.567Z] REQ: GET /api/admin/orders
[2026-05-17T15:29:53.569Z] REQ: GET /api/admin/stats
[2026-05-17T15:29:53.571Z] REQ: GET /api/admin/inventory
[2026-05-17T15:29:53.576Z] REQ: GET /api/admin/approvals
[2026-05-17T15:29:53.604Z] REQ: GET /api/admin/users
[2026-05-17T15:29:53.606Z] REQ: GET /api/admin/vendors
[2026-05-17T15:30:05.558Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:30:05.562Z] REQ: GET /api/delivery-zones
[2026-05-17T15:30:05.564Z] REQ: GET /api/site-config
[2026-05-17T15:30:05.566Z] REQ: GET /api/categories
[2026-05-17T15:30:05.820Z] REQ: GET /forgot-password
[2026-05-17T15:30:07.082Z] REQ: GET /api/auth/providers
[2026-05-17T15:30:07.243Z] REQ: GET /api/auth/csrf
[2026-05-17T15:30:07.397Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T15:30:07.853Z] REQ: GET /api/auth/session
[2026-05-17T15:30:08.011Z] REQ: GET /
[2026-05-17T15:30:08.206Z] REQ: GET /
[2026-05-17T15:30:08.493Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:30:08.521Z] REQ: GET /api/categories
[2026-05-17T15:30:08.524Z] REQ: GET /api/products
[2026-05-17T15:30:08.527Z] REQ: GET /shop
[2026-05-17T15:30:08.531Z] REQ: GET /api/auth/session
[2026-05-17T15:30:08.533Z] REQ: GET /api/products
[2026-05-17T15:30:08.691Z] REQ: GET /api/products
[2026-05-17T15:30:08.694Z] REQ: GET /api/products
[2026-05-17T15:30:08.704Z] REQ: GET /api/auth/session
[2026-05-17T15:30:08.709Z] REQ: GET /category/cat_fashion
[2026-05-17T15:30:08.713Z] REQ: GET /category/cat_electronics
[2026-05-17T15:30:08.715Z] REQ: GET /category/cat_beauty
[2026-05-17T15:30:08.716Z] REQ: GET /category/cat_sports
[2026-05-17T15:30:08.718Z] REQ: GET /category/cat_books
[2026-05-17T15:30:08.788Z] REQ: GET /api/site-config
[2026-05-17T15:30:08.790Z] REQ: GET /api/categories
[2026-05-17T15:30:08.791Z] REQ: GET /api/delivery-zones
[2026-05-17T15:30:08.793Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:30:08.859Z] REQ: GET /category/cat_home
[2026-05-17T15:30:08.862Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T15:30:08.864Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T15:30:08.867Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T15:30:08.869Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T15:30:09.114Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T15:30:09.122Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T15:30:13.638Z] REQ: GET /api/vendor/stats
[2026-05-17T15:30:13.642Z] REQ: GET /api/auth/session
[2026-05-17T15:30:13.644Z] REQ: GET /api/site-config
[2026-05-17T15:30:13.645Z] REQ: GET /api/delivery-zones
[2026-05-17T15:30:13.647Z] REQ: GET /api/vendor/withdrawals
[2026-05-17T15:30:13.651Z] REQ: GET /api/vendor/products
[2026-05-17T15:30:13.652Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:30:13.657Z] REQ: GET /api/vendor/orders
[2026-05-17T15:30:13.660Z] REQ: GET /api/categories
[2026-05-17T15:30:13.808Z] REQ: GET /api/auth/session
[2026-05-17T15:31:21.596Z] REQ: GET /api/auth/session
[2026-05-17T15:31:21.612Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T15:31:21.697Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T15:31:21.700Z] REQ: GET /shop
[2026-05-17T15:31:23.999Z] REQ: GET /api/auth/session
[2026-05-17T15:31:24.006Z] REQ: GET /api/site-config
[2026-05-17T15:31:24.033Z] REQ: GET /api/delivery-zones
[2026-05-17T15:31:24.038Z] REQ: GET /api/categories
[2026-05-17T15:31:24.040Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:31:24.209Z] REQ: GET /api/admin/orders
[2026-05-17T15:31:24.216Z] REQ: GET /api/admin/inventory
[2026-05-17T15:31:24.218Z] REQ: GET /api/admin/approvals
[2026-05-17T15:31:24.220Z] REQ: GET /api/admin/stats
[2026-05-17T15:31:24.224Z] REQ: GET /api/admin/users
[2026-05-17T15:31:24.249Z] REQ: GET /api/admin/vendors
[2026-05-17T15:31:24.745Z] REQ: GET /
[2026-05-17T15:31:25.507Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:31:25.509Z] REQ: GET /api/categories
[2026-05-17T15:31:25.512Z] REQ: GET /api/auth/session
[2026-05-17T15:31:25.515Z] REQ: GET /api/products
[2026-05-17T15:31:25.518Z] REQ: GET /api/products
[2026-05-17T15:31:25.635Z] REQ: GET /api/products
[2026-05-17T15:31:25.637Z] REQ: GET /api/products
[2026-05-17T15:31:25.638Z] REQ: GET /shop
[2026-05-17T15:31:25.742Z] REQ: GET /api/categories
[2026-05-17T15:31:25.808Z] REQ: GET /api/site-config
[2026-05-17T15:31:25.810Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:31:25.814Z] REQ: GET /api/delivery-zones
[2026-05-17T15:31:26.110Z] REQ: GET /category/cat_fashion
[2026-05-17T15:31:26.114Z] REQ: GET /category/cat_electronics
[2026-05-17T15:31:26.116Z] REQ: GET /category/cat_beauty
[2026-05-17T15:31:26.119Z] REQ: GET /category/cat_sports
[2026-05-17T15:31:26.121Z] REQ: GET /category/cat_books
[2026-05-17T15:31:26.248Z] REQ: GET /category/cat_home
[2026-05-17T15:31:26.252Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T15:31:26.254Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T15:31:28.160Z] REQ: GET /api/auth/session
[2026-05-17T15:31:28.162Z] REQ: GET /api/vendor/stats
[2026-05-17T15:31:28.190Z] REQ: GET /api/vendor/orders
[2026-05-17T15:31:28.192Z] REQ: GET /api/vendor/products
[2026-05-17T15:31:28.195Z] REQ: GET /api/vendor/withdrawals
[2026-05-17T15:31:28.212Z] REQ: GET /api/categories
[2026-05-17T15:31:28.259Z] REQ: GET /api/site-config
[2026-05-17T15:31:28.262Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:31:28.264Z] REQ: GET /api/delivery-zones
[2026-05-17T15:31:44.956Z] REQ: GET /api/vendor/stats
[2026-05-17T15:31:44.958Z] REQ: GET /api/vendor/products
[2026-05-17T15:31:44.960Z] REQ: GET /api/vendor/withdrawals
[2026-05-17T15:31:44.961Z] REQ: GET /api/vendor/orders
[2026-05-17T15:31:44.965Z] REQ: GET /api/auth/session
[2026-05-17T15:31:45.090Z] REQ: GET /api/categories
[2026-05-17T15:31:45.096Z] REQ: GET /api/site-config
[2026-05-17T15:31:45.099Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:31:45.100Z] REQ: GET /api/delivery-zones
[2026-05-17T15:31:47.132Z] REQ: GET /
[2026-05-17T15:31:48.268Z] REQ: GET /api/auth/session
[2026-05-17T15:31:48.298Z] REQ: GET /api/categories
[2026-05-17T15:31:48.301Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:31:48.303Z] REQ: GET /api/products
[2026-05-17T15:31:48.306Z] REQ: GET /api/products
[2026-05-17T15:31:48.309Z] REQ: GET /api/site-config
[2026-05-17T15:31:48.311Z] REQ: GET /api/delivery-zones
[2026-05-17T15:31:48.441Z] REQ: GET /api/products
[2026-05-17T15:31:48.443Z] REQ: GET /api/categories
[2026-05-17T15:31:48.445Z] REQ: GET /api/products
[2026-05-17T15:31:48.449Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:31:48.555Z] REQ: GET /shop
[2026-05-17T15:31:48.724Z] REQ: GET /category/cat_fashion
[2026-05-17T15:31:48.727Z] REQ: GET /category/cat_electronics
[2026-05-17T15:31:48.729Z] REQ: GET /category/cat_beauty
[2026-05-17T15:31:48.796Z] REQ: GET /category/cat_sports
[2026-05-17T15:31:48.822Z] REQ: GET /category/cat_books
[2026-05-17T15:31:48.869Z] REQ: GET /category/cat_home
[2026-05-17T15:31:48.927Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T15:31:48.930Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T15:32:09.397Z] REQ: GET /admin/dashboard
[2026-05-17T15:32:09.729Z] REQ: GET /_next/static/css/23f918bcb7d3b954.css
[2026-05-17T15:32:09.753Z] REQ: GET /_next/static/chunks/app/admin/dashboard/page-2666626afdf0f42f.js
[2026-05-17T15:32:10.273Z] REQ: GET /api/auth/session
[2026-05-17T15:32:10.346Z] REQ: GET /api/categories
[2026-05-17T15:32:10.374Z] REQ: GET /api/site-config
[2026-05-17T15:32:10.377Z] REQ: GET /api/delivery-zones
[2026-05-17T15:32:10.383Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:32:10.682Z] REQ: GET /api/admin/orders
[2026-05-17T15:32:10.689Z] REQ: GET /api/admin/inventory
[2026-05-17T15:32:10.692Z] REQ: GET /api/admin/stats
[2026-05-17T15:32:10.693Z] REQ: GET /api/admin/approvals
[2026-05-17T15:32:10.719Z] REQ: GET /api/admin/users
[2026-05-17T15:32:10.724Z] REQ: GET /api/admin/vendors
[2026-05-17T15:33:02.444Z] REQ: GET /
[2026-05-17T15:33:02.795Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:33:02.822Z] REQ: GET /api/products
[2026-05-17T15:33:02.825Z] REQ: GET /api/auth/session
[2026-05-17T15:33:02.830Z] REQ: GET /shop
[2026-05-17T15:33:02.832Z] REQ: GET /api/products
[2026-05-17T15:33:02.834Z] REQ: GET /api/categories
[2026-05-17T15:33:02.974Z] REQ: GET /api/products
[2026-05-17T15:33:02.989Z] REQ: GET /api/delivery-zones
[2026-05-17T15:33:02.991Z] REQ: GET /api/auth/session
[2026-05-17T15:33:02.993Z] REQ: GET /api/site-config
[2026-05-17T15:33:02.999Z] REQ: GET /api/products
[2026-05-17T15:33:03.001Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:33:03.024Z] REQ: GET /category/cat_fashion
[2026-05-17T15:33:03.027Z] REQ: GET /api/categories
[2026-05-17T15:33:03.151Z] REQ: GET /category/cat_electronics
[2026-05-17T15:33:03.154Z] REQ: GET /category/cat_beauty
[2026-05-17T15:33:03.156Z] REQ: GET /category/cat_sports
[2026-05-17T15:33:03.158Z] REQ: GET /category/cat_books
[2026-05-17T15:33:03.171Z] REQ: GET /category/cat_home
[2026-05-17T15:33:03.299Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T15:33:03.302Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T15:33:03.304Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T15:33:03.305Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T15:33:03.312Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T15:33:03.452Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T15:33:05.104Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T15:33:05.298Z] REQ: GET /api/products/cmp90jcon00013w2os0ijvt5s
[2026-05-17T15:33:05.333Z] REQ: GET /product
[2026-05-17T15:33:29.988Z] REQ: GET /api/auth/session
[2026-05-17T15:34:20.441Z] REQ: GET /product/iphone-15-pm
[2026-05-17T15:34:20.451Z] REQ: GET /product/iphone-case-mersal
[2026-05-17T15:34:20.453Z] REQ: GET /product/rolex-oyster
[2026-05-17T15:34:20.455Z] REQ: GET /product/sony-wh1000xm5
[2026-05-17T15:34:20.457Z] REQ: GET /product/iphone-charger-mersal
[2026-05-17T15:34:31.056Z] REQ: GET /profile
[2026-05-17T15:34:31.062Z] REQ: GET /compare
[2026-05-17T15:34:31.064Z] REQ: GET /vendor/dashboard
[2026-05-17T15:34:31.067Z] REQ: GET /orders
[2026-05-17T15:34:31.071Z] REQ: GET /admin/dashboard
[2026-05-17T15:34:32.867Z] REQ: GET /api/categories
[2026-05-17T15:34:32.870Z] REQ: GET /api/site-config
[2026-05-17T15:34:32.872Z] REQ: GET /api/auth/session
[2026-05-17T15:34:32.878Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:34:32.880Z] REQ: GET /api/delivery-zones
[2026-05-17T15:34:33.027Z] REQ: GET /api/auth/session
[2026-05-17T15:34:33.029Z] REQ: GET /api/admin/orders
[2026-05-17T15:34:33.031Z] REQ: GET /api/admin/inventory
[2026-05-17T15:34:33.033Z] REQ: GET /api/admin/approvals
[2026-05-17T15:34:33.035Z] REQ: GET /api/admin/stats
[2026-05-17T15:34:33.060Z] REQ: GET /api/admin/users
[2026-05-17T15:34:33.063Z] REQ: GET /api/admin/vendors
[2026-05-17T15:35:02.976Z] REQ: GET /admin/settings
[2026-05-17T15:35:03.799Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:35:03.828Z] REQ: GET /api/site-config
[2026-05-17T15:35:03.834Z] REQ: GET /api/categories
[2026-05-17T15:35:03.837Z] REQ: GET /api/delivery-zones
[2026-05-17T15:35:03.839Z] REQ: GET /api/auth/session
[2026-05-17T15:36:35.914Z] REQ: GET /admin/dashboard
[2026-05-17T15:36:36.284Z] REQ: GET /api/auth/session
[2026-05-17T15:36:36.335Z] REQ: GET /api/categories
[2026-05-17T15:36:36.361Z] REQ: GET /api/site-config
[2026-05-17T15:36:36.366Z] REQ: GET /api/delivery-zones
[2026-05-17T15:36:36.368Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:36:36.439Z] REQ: GET /api/admin/orders
[2026-05-17T15:36:36.481Z] REQ: GET /api/admin/inventory
[2026-05-17T15:36:36.484Z] REQ: GET /api/admin/stats
[2026-05-17T15:36:36.489Z] REQ: GET /api/admin/approvals
[2026-05-17T15:36:36.498Z] REQ: GET /api/admin/users
[2026-05-17T15:36:36.539Z] REQ: GET /api/admin/vendors
[2026-05-17T15:38:46.871Z] === MORSALL SERVER v2 STARTING ===
[2026-05-17T15:38:46.872Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-17T15:38:46.883Z] Loaded .env.production
[2026-05-17T15:38:46.883Z] Using DATABASE_URL: mysql://u754458241_Kanan:****@127.0.0.1/u754458241_Kanan?connection_limit=1
[2026-05-17T15:38:46.883Z] DATABASE_URL set: true
[2026-05-17T15:38:46.883Z] NEXTAUTH_URL: https://morsall.com
[2026-05-17T15:38:46.883Z] PORT from env: 
[2026-05-17T15:38:46.883Z] UPLOAD_DIR: 
[2026-05-17T15:38:47.357Z] Server running on port 3000
[2026-05-17T15:38:47.357Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
